company,requested_region,normalized_region,region_source,office_label,office_url,review_url,status,failure_reason,discovery_mode,resolved_at
Micro-Star International,"Hoofddorp, NH",hoofddorp nh,office-location,"Hoofddorp, NH","https://www.glassdoor.com/Location/All-Delta-Electronics-Hoofddorp-Office-Locations-EI_IE41146.4,21_IL.22,31_IC3063772.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Hoofddorp-Reviews-EI_IE41141.0,24_IL.25,34_IC3063772.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:03.359239+00:00
Micro-Star International,"Notting Hill, VIC",notting hill vic,office-location,"Notting Hill, VIC","https://www.glassdoor.com/Location/All-Delta-Electronics-Notting-Hill-Office-Locations-EI_IE41146.4,21_IL.22,34_IC2257042.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Notting-Hill-Reviews-EI_IE41141.0,24_IL.25,37_IC2257042.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:09.034659+00:00
Micro-Star International,"Jeffersonville, IN",jeffersonville in,office-location,"Jeffersonville, IN","https://www.glassdoor.com/Location/All-Pegatron-Jeffersonville-Office-Locations-EI_IE337948.4,12_IL.13,27_IC1145141.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Jeffersonville-Reviews-EI_IE41141.0,24_IL.25,39_IC1145141.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:14.986260+00:00
Micro-Star International,"Irving, TX",irving tx,office-location,"Irving, TX","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Irving-Office-Locations-EI_IE8983.4,19_IL.20,26_IC1140006.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Irving-Reviews-EI_IE41141.0,24_IL.25,31_IC1140006.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:20.561871+00:00
Micro-Star International,"Jersey City, NJ",jersey city nj,office-location,"Jersey City, NJ","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Jersey-City-Office-Locations-EI_IE8983.4,19_IL.20,31_IC1126819.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Jersey-City-Reviews-EI_IE41141.0,24_IL.25,36_IC1126819.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:26.787351+00:00
Micro-Star International,"Kanata, ON",kanata on,office-location,"Kanata, ON","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Kanata-Office-Locations-EI_IE8983.4,19_IL.20,26_IC2282818.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Kanata-Reviews-EI_IE41141.0,24_IL.25,31_IC2282818.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:33.097093+00:00
Micro-Star International,"Cork, M",cork m,office-location,"Cork, M","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Cork-Office-Locations-EI_IE8983.4,19_IL.20,24_IC4325638.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Cork-Reviews-EI_IE41141.0,24_IL.25,29_IC4325638.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:39.282072+00:00
Micro-Star International,"London, ENG",london eng,office-location,"London, ENG","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-London-Office-Locations-EI_IE8983.4,19_IL.20,26_IC2671300.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-London-Reviews-EI_IE41141.0,24_IL.25,31_IC2671300.htm",resolved,,pool-location-id,2026-06-28T09:26:45.642465+00:00
Micro-Star International,"Paddington, ENG",paddington eng,office-location,"Paddington, ENG","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Paddington-Office-Locations-EI_IE8983.4,19_IL.20,30_IC3527325.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Paddington-Reviews-EI_IE41141.0,24_IL.25,35_IC3527325.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:52.005453+00:00
Micro-Star International,"Aliso, CA",aliso ca,office-location,"Aliso, CA","https://www.glassdoor.com/Location/All-Dell-Technologies-Aliso-Office-Locations-EI_IE1327.4,21_IL.22,27_IC3789361.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Aliso-Reviews-EI_IE41141.0,24_IL.25,30_IC3789361.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:26:57.720467+00:00
Micro-Star International,"Bedford, MA",bedford ma,office-location,"Bedford, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Bedford-Office-Locations-EI_IE1327.4,21_IL.22,29_IC1154527.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Bedford-Reviews-EI_IE41141.0,24_IL.25,32_IC1154527.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:03.461770+00:00
Micro-Star International,"Boston, MA",boston ma,office-location,"Boston, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Boston-Office-Locations-EI_IE1327.4,21_IL.22,28_IC1154532.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Boston-Reviews-EI_IE41141.0,24_IL.25,31_IC1154532.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:09.694913+00:00
Micro-Star International,"Boydton, VA",boydton va,office-location,"Boydton, VA","https://www.glassdoor.com/Location/All-Dell-Technologies-Boydton-Office-Locations-EI_IE1327.4,21_IL.22,29_IC1129623.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Boydton-Reviews-EI_IE41141.0,24_IL.25,32_IC1129623.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:26.635671+00:00
Micro-Star International,"Cambridge, MA",cambridge ma,office-location,"Cambridge, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Cambridge-Office-Locations-EI_IE1327.4,21_IL.22,31_IC1154545.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Cambridge-Reviews-EI_IE41141.0,24_IL.25,34_IC1154545.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:32.894592+00:00
Micro-Star International,"Canada, KY",canada ky,office-location,"Canada, KY","https://www.glassdoor.com/Location/All-Dell-Technologies-Canada-Office-Locations-EI_IE1327.4,21_IL.22,28_IC1137126.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Canada-Reviews-EI_IE41141.0,24_IL.25,31_IC1137126.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:38.451864+00:00
Micro-Star International,"Canton, MA",canton ma,office-location,"Canton, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Canton-Office-Locations-EI_IE1327.4,21_IL.22,28_IC1154546.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Canton-Reviews-EI_IE41141.0,24_IL.25,31_IC1154546.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:44.498605+00:00
Micro-Star International,"Cedar Park, TX",cedar park tx,office-location,"Cedar Park, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-Cedar-Park-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1139765.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Cedar-Park-Reviews-EI_IE41141.0,24_IL.25,35_IC1139765.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:51.640458+00:00
Micro-Star International,"Framingham, MA",framingham ma,office-location,"Framingham, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Framingham-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1154571.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Framingham-Reviews-EI_IE41141.0,24_IL.25,35_IC1154571.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:27:57.439527+00:00
Micro-Star International,"Franklin, MA",franklin ma,office-location,"Franklin, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Franklin-Office-Locations-EI_IE1327.4,21_IL.22,30_IC1154572.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Franklin-Reviews-EI_IE41141.0,24_IL.25,33_IC1154572.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:03.274232+00:00
Micro-Star International,"Fuquay-Varina, NC",fuquay varina nc,office-location,"Fuquay-Varina, NC","https://www.glassdoor.com/Location/All-Dell-Technologies-Fuquay-Varina-Office-Locations-EI_IE1327.4,21_IL.22,35_IC3757296.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Fuquay-Varina-Reviews-EI_IE41141.0,24_IL.25,38_IC3757296.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:09.067986+00:00
Micro-Star International,"Georgetown, TX",georgetown tx,office-location,"Georgetown, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-Georgetown-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1139774.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Georgetown-Reviews-EI_IE41141.0,24_IL.25,35_IC1139774.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:14.607546+00:00
Micro-Star International,"Hopkinton, MA",hopkinton ma,office-location,"Hopkinton, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Hopkinton-Office-Locations-EI_IE1327.4,21_IL.22,31_IC1154589.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Hopkinton-Reviews-EI_IE41141.0,24_IL.25,34_IC1154589.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:20.512152+00:00
Micro-Star International,"India, TX",india tx,office-location,"India, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-India-Office-Locations-EI_IE1327.4,21_IL.22,27_IC3759223.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-India-Reviews-EI_IE41141.0,24_IL.25,30_IC3759223.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:27.064775+00:00
Micro-Star International,"Land O' Lakes, FL",land o lakes fl,office-location,"Land O' Lakes, FL","https://www.glassdoor.com/Location/All-Dell-Technologies-Land-O-Lakes-Office-Locations-EI_IE1327.4,21_IL.22,34_IC3817049.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Land-O-Lakes-Reviews-EI_IE41141.0,24_IL.25,37_IC3817049.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:32.490526+00:00
Micro-Star International,"Leander, TX",leander tx,office-location,"Leander, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-Leander-Office-Locations-EI_IE1327.4,21_IL.22,29_IC1139779.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Leander-Reviews-EI_IE41141.0,24_IL.25,32_IC1139779.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:38.924442+00:00
Micro-Star International,"Pflugerville, TX",pflugerville tx,office-location,"Pflugerville, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-Pflugerville-Office-Locations-EI_IE1327.4,21_IL.22,34_IC1139790.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Pflugerville-Reviews-EI_IE41141.0,24_IL.25,37_IC1139790.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:45.458651+00:00
Micro-Star International,"Quincy, MA",quincy ma,office-location,"Quincy, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Quincy-Office-Locations-EI_IE1327.4,21_IL.22,28_IC1154667.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Quincy-Reviews-EI_IE41141.0,24_IL.25,31_IC1154667.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:52.131978+00:00
Micro-Star International,"Round Rock, TX",round rock tx,office-location,"Round Rock, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-Round-Rock-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1139794.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Round-Rock-Reviews-EI_IE41141.0,24_IL.25,35_IC1139794.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:28:58.268697+00:00
Micro-Star International,"San Marcos, TX",san marcos tx,office-location,"San Marcos, TX","https://www.glassdoor.com/Location/All-Dell-Technologies-San-Marcos-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1139795.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-San-Marcos-Reviews-EI_IE41141.0,24_IL.25,35_IC1139795.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:03.837787+00:00
Micro-Star International,"Satellite Beach, FL",satellite beach fl,office-location,"Satellite Beach, FL","https://www.glassdoor.com/Location/All-Dell-Technologies-Satellite-Beach-Office-Locations-EI_IE1327.4,21_IL.22,37_IC1154294.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Satellite-Beach-Reviews-EI_IE41141.0,24_IL.25,40_IC1154294.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:09.297038+00:00
Micro-Star International,"Wellesley, MA",wellesley ma,office-location,"Wellesley, MA","https://www.glassdoor.com/Location/All-Dell-Technologies-Wellesley-Office-Locations-EI_IE1327.4,21_IL.22,31_IC1154708.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Wellesley-Reviews-EI_IE41141.0,24_IL.25,34_IC1154708.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:15.537987+00:00
Micro-Star International,"Domlur, KA",domlur ka,office-location,"Domlur, KA","https://www.glassdoor.com/Location/All-Dell-Technologies-Domlur-Office-Locations-EI_IE1327.4,21_IL.22,28_IC4470560.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Domlur-Reviews-EI_IE41141.0,24_IL.25,31_IC4470560.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:21.370104+00:00
Micro-Star International,"Chicago, IL",chicago il,office-location,"Chicago, IL","https://www.glassdoor.com/Location/All-Lenovo-Chicago-Office-Locations-EI_IE8034.4,10_IL.11,18_IC1128808.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Chicago-Reviews-EI_IE41141.0,24_IL.25,32_IC1128808.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:39.486126+00:00
Micro-Star International,"Morrisville, NC",morrisville nc,office-location,"Morrisville, NC","https://www.glassdoor.com/Location/All-Lenovo-Morrisville-Office-Locations-EI_IE8034.4,10_IL.11,22_IC1138956.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Morrisville-Reviews-EI_IE41141.0,24_IL.25,36_IC1138956.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:45.479989+00:00
Micro-Star International,"Bratislava, 02",bratislava 02,office-location,"Bratislava, 02","https://www.glassdoor.com/Location/All-Lenovo-Bratislava-Office-Locations-EI_IE8034.4,10_IL.11,21_IC2907054.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Bratislava-Reviews-EI_IE41141.0,24_IL.25,35_IC2907054.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:51.145181+00:00
Micro-Star International,"Stuttgart, BW",stuttgart bw,office-location,"Stuttgart, BW","https://www.glassdoor.com/Location/All-Lenovo-Stuttgart-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2507190.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Stuttgart-Reviews-EI_IE41141.0,24_IL.25,34_IC2507190.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:29:57.369151+00:00
Micro-Star International,"Beijing, 22",beijing 22,office-location,"Beijing, 22","https://www.glassdoor.com/Location/All-Lenovo-Beijing-Office-Locations-EI_IE8034.4,10_IL.11,18_IC2398510.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Beijing-Reviews-EI_IE41141.0,24_IL.25,32_IC2398510.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:03.665074+00:00
Micro-Star International,"Changping, 22",changping 22,office-location,"Changping, 22","https://www.glassdoor.com/Location/All-Lenovo-Changping-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2405661.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Changping-Reviews-EI_IE41141.0,24_IL.25,34_IC2405661.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:10.459640+00:00
Micro-Star International,"Haidian, 22",haidian 22,office-location,"Haidian, 22","https://www.glassdoor.com/Location/All-Lenovo-Haidian-Office-Locations-EI_IE8034.4,10_IL.11,18_IC2405685.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Haidian-Reviews-EI_IE41141.0,24_IL.25,32_IC2405685.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:16.494239+00:00
Micro-Star International,Hong Kong,hong kong,office-location,Hong Kong,"https://www.glassdoor.com/Location/All-Lenovo-Hong-Kong-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2308631.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Hong-Kong-Reviews-EI_IE41141.0,24_IL.25,34_IC2308631.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:22.972247+00:00
Micro-Star International,"Shenzhenzhen, 02",shenzhenzhen 02,office-location,"Shenzhenzhen, 02","https://www.glassdoor.com/Location/All-Lenovo-Shenzhenzhen-Office-Locations-EI_IE8034.4,10_IL.11,23_IC2441398.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Shenzhenzhen-Reviews-EI_IE41141.0,24_IL.25,37_IC2441398.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:29.697621+00:00
Micro-Star International,"Xiamen, 07",xiamen 07,office-location,"Xiamen, 07","https://www.glassdoor.com/Location/All-Lenovo-Xiamen-Office-Locations-EI_IE8034.4,10_IL.11,17_IC2564138.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Xiamen-Reviews-EI_IE41141.0,24_IL.25,31_IC2564138.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:35.714804+00:00
Micro-Star International,"Buenos Aires, C",buenos aires c,office-location,"Buenos Aires, C","https://www.glassdoor.com/Location/All-Lenovo-Buenos-Aires-Office-Locations-EI_IE8034.4,10_IL.11,23_IC2242084.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Buenos-Aires-Reviews-EI_IE41141.0,24_IL.25,37_IC2242084.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:41.757227+00:00
Micro-Star International,"Campinas, SP",campinas sp,office-location,"Campinas, SP","https://www.glassdoor.com/Location/All-Lenovo-Campinas-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2490130.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Campinas-Reviews-EI_IE41141.0,24_IL.25,33_IC2490130.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:47.423512+00:00
Micro-Star International,"Indaiatuba, SP",indaiatuba sp,office-location,"Indaiatuba, SP","https://www.glassdoor.com/Location/All-Lenovo-Indaiatuba-Office-Locations-EI_IE8034.4,10_IL.11,21_IC2480058.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Indaiatuba-Reviews-EI_IE41141.0,24_IL.25,35_IC2480058.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:53.161443+00:00
Micro-Star International,"Itu, SP",itu sp,office-location,"Itu, SP","https://www.glassdoor.com/Location/All-Lenovo-Itu-Office-Locations-EI_IE8034.4,10_IL.11,14_IC2490672.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Itu-Reviews-EI_IE41141.0,24_IL.25,28_IC2490672.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:30:59.809058+00:00
Micro-Star International,"Martínez, B",mart nez b,office-location,"Martínez, B","https://www.glassdoor.com/Location/All-Lenovo-Martínez-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2207815.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Mart%C3%ADnez-Reviews-EI_IE41141.0,24_IL.25,33_IC2207815.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:31:05.916739+00:00
Micro-Star International,"Sorocaba, SP",sorocaba sp,office-location,"Sorocaba, SP","https://www.glassdoor.com/Location/All-Lenovo-Sorocaba-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2475809.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Sorocaba-Reviews-EI_IE41141.0,24_IL.25,33_IC2475809.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:31:11.737963+00:00
Micro-Star International,"Vicente López, B",vicente l pez b,office-location,"Vicente López, B","https://www.glassdoor.com/Location/All-Lenovo-Vicente-López-Office-Locations-EI_IE8034.4,10_IL.11,24_IC2211608.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Vicente-L%C3%B3pez-Reviews-EI_IE41141.0,24_IL.25,38_IC2211608.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:31:18.097310+00:00
Micro-Star International,Global,global,manual-seed,,,https://www.glassdoor.com/Reviews/Micro-Star-International-Reviews-E41141.htm,resolved,,review-url-hint,2026-06-28T15:27:47.870851+08:00
Micro-Star International,Taipei,taipei,manual-seed,"Taipei, TPQ","https://www.glassdoor.com/Location/All-ASUS-Taipei-Office-Locations-EI_IE40093.4,8_IL.9,15_IC3271041.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Taipei-Reviews-EI_IE41141.0,24_IL.25,31_IC3271041.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:11.143529+08:00
Micro-Star International,Hsinchu,hsinchu,manual-seed,"Hsinchu, TXG","https://www.glassdoor.com/Location/All-NVIDIA-Hsinchu-Office-Locations-EI_IE7633.4,10_IL.11,18_IC4915323.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Hsinchu-Reviews-EI_IE41141.0,24_IL.25,32_IC4915323.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:13.137372+08:00
Micro-Star International,Taoyuan,taoyuan,manual-seed,,,,no_result,pool_location_id_not_found,pool-location-id,2026-06-28T15:51:13.227896+08:00
Micro-Star International,Shanghai,shanghai,manual-seed,"Shanghai, 23","https://www.glassdoor.com/Location/All-NVIDIA-Shanghai-Office-Locations-EI_IE7633.4,10_IL.11,19_IC2416009.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Shanghai-Reviews-EI_IE41141.0,24_IL.25,33_IC2416009.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:15.136949+08:00
Micro-Star International,Shenzhen,shenzhen,manual-seed,"Shenzhenzhen, 02","https://www.glassdoor.com/Location/All-Lenovo-Shenzhenzhen-Office-Locations-EI_IE8034.4,10_IL.11,23_IC2441398.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Shenzhenzhen-Reviews-EI_IE41141.0,24_IL.25,37_IC2441398.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:17.402398+08:00
Micro-Star International,Tokyo,tokyo,manual-seed,"Tokyo, 40","https://www.glassdoor.com/Location/All-ASUS-Tokyo-Office-Locations-EI_IE40093.4,8_IL.9,14_IC2851580.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Tokyo-Reviews-EI_IE41141.0,24_IL.25,30_IC2851580.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:20.035728+08:00
Micro-Star International,Seoul,seoul,manual-seed,"Seoul, 11","https://www.glassdoor.com/Location/All-ASUS-Seoul-Office-Locations-EI_IE40093.4,8_IL.9,14_IC3021489.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Seoul-Reviews-EI_IE41141.0,24_IL.25,30_IC3021489.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:22.254236+08:00
Micro-Star International,Austin,austin,manual-seed,"Austin, TX","https://www.glassdoor.com/Location/All-NVIDIA-Austin-Office-Locations-EI_IE7633.4,10_IL.11,17_IC1139761.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Austin-Reviews-EI_IE41141.0,24_IL.25,31_IC1139761.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:24.527639+08:00
Micro-Star International,Seattle,seattle,manual-seed,,,,no_result,pool_location_id_not_found,pool-location-id,2026-06-28T15:51:24.644092+08:00
Micro-Star International,London,london,manual-seed,"London, ENG","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-London-Office-Locations-EI_IE8983.4,19_IL.20,26_IC2671300.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-London-Reviews-EI_IE41141.0,24_IL.25,31_IC2671300.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:26.908635+08:00
Micro-Star International,Dublin,dublin,manual-seed,,,,no_result,pool_location_id_not_found,pool-location-id,2026-06-28T15:51:27.012468+08:00
Micro-Star International,Munich,munich,manual-seed,"Munich, BY","https://www.glassdoor.com/Location/All-NVIDIA-Munich-Office-Locations-EI_IE7633.4,10_IL.11,17_IC4990924.htm","https://www.glassdoor.com/Reviews/Micro-Star-International-Munich-Reviews-EI_IE41141.0,24_IL.25,31_IC4990924.htm",validation_failed,gap_probe_failed: company_mismatch,pool-location-id,2026-06-28T15:51:29.316289+08:00
HP Inc.,"Ciudad de Mexico, MEX",ciudad de mexico mex,office-location,"Ciudad de Mexico, MEX","https://www.glassdoor.com/Location/All-ASUS-Ciudad-de-Mexico-Office-Locations-EI_IE40093.4,8_IL.9,25_IC5017436.htm","https://www.glassdoor.com/Reviews/HP-Inc-Ciudad-de-Mexico-Reviews-EI_IE1093161.0,6_IL.7,23_IC5017436.htm",resolved,,pool-location-id,2026-06-28T09:31:24.532146+00:00
HP Inc.,"Fremont, CA",fremont ca,office-location,"Fremont, CA","https://www.glassdoor.com/Location/All-ASUS-Fremont-Office-Locations-EI_IE40093.4,8_IL.9,16_IC1147355.htm","https://www.glassdoor.com/Reviews/HP-Inc-Fremont-Reviews-EI_IE1093161.0,6_IL.7,14_IC1147355.htm",resolved,,pool-location-id,2026-06-28T09:31:31.902811+00:00
HP Inc.,"Markham, ON",markham on,office-location,"Markham, ON","https://www.glassdoor.com/Location/All-ASUS-Markham-Office-Locations-EI_IE40093.4,8_IL.9,16_IC2280736.htm","https://www.glassdoor.com/Reviews/HP-Inc-Markham-Reviews-EI_IE1093161.0,6_IL.7,14_IC2280736.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T09:31:39.647510+00:00
HP Inc.,"Barcelona, CT",barcelona ct,office-location,"Barcelona, CT","https://www.glassdoor.com/Location/All-HP-Inc-Barcelona-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC2547194.htm","https://www.glassdoor.com/Reviews/HP-Inc-Barcelona-Reviews-EI_IE1093161.0,6_IL.7,16_IC2547194.htm",resolved,,office-navigation,2026-06-28T15:27:55.079438+08:00
