company,requested_region,resolved_region,country,review_url,overall,recommend,ceo_approval,total_reviews,diversity_inclusion,work_life_balance,compensation_benefits,culture_values,career_opportunities,senior_management,header_text,scraped_at,company_input_source,region_source,validation_status
NVIDIA,"Paris, A8",Paris,France,"https://www.glassdoor.com/Reviews/NVIDIA-Paris-Reviews-EI_IE7633.0,6_IL.7,12_IC2881970.htm",3.9,100%,100%,4,5,3.1,3.5,4.4,3.8,3.8,NVIDIA Paris reviews,2026-06-28T14:27:07.531135+00:00,seed,office-location,validated
NVIDIA,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/NVIDIA-London-Reviews-EI_IE7633.0,6_IL.7,13_IC2671300.htm",4.9,87%,100%,22,4.5,4.6,4.8,4.5,4.6,4.4,NVIDIA London reviews,2026-06-28T14:27:15.996915+00:00,seed,office-location,validated
NVIDIA,"Bedford, MA",Bedford,United States,"https://www.glassdoor.com/Reviews/NVIDIA-Bedford-Reviews-EI_IE7633.0,6_IL.7,14_IC1154527.htm",4,100%,100%,1,,3,4,4,3,4,NVIDIA Bedford reviews,2026-06-28T14:27:25.239007+00:00,seed,office-location,validated
NVIDIA,"Boston, MA",Boston,United States,"https://www.glassdoor.com/Reviews/NVIDIA-Boston-Reviews-EI_IE7633.0,6_IL.7,13_IC1154532.htm",4.6,100%,100%,13,4.5,4.5,4.5,4.6,4.6,4.6,NVIDIA Boston reviews,2026-06-28T14:27:34.949374+00:00,seed,office-location,validated
NVIDIA,"India, TX",India,United States,"https://www.glassdoor.com/Reviews/NVIDIA-India-Reviews-EI_IE7633.0,6_IL.7,12_IC3759223.htm",5,100%,100%,1,,,,,,,NVIDIA India reviews,2026-06-28T14:27:43.535153+00:00,seed,office-location,validated
NVIDIA,"Chicago, IL",Chicago,United States,"https://www.glassdoor.com/Reviews/NVIDIA-Chicago-Reviews-EI_IE7633.0,6_IL.7,14_IC1128808.htm",5,100%,100%,3,4.8,4.8,5,5,4.8,4.8,NVIDIA Chicago reviews,2026-06-28T14:27:50.415952+00:00,seed,office-location,validated
NVIDIA,"Stuttgart, BW",Stuttgart,Germany,"https://www.glassdoor.com/Reviews/NVIDIA-Stuttgart-Reviews-EI_IE7633.0,6_IL.7,16_IC2507190.htm",5,,,1,,,,,,,NVIDIA Stuttgart reviews,2026-06-28T14:27:59.272111+00:00,seed,office-location,validated
NVIDIA,"Beijing, 22",Beijing,China,"https://www.glassdoor.com/Reviews/NVIDIA-Beijing-Reviews-EI_IE7633.0,6_IL.7,14_IC2398510.htm",4,100%,0%,4,5,5,5,3,3,4,NVIDIA Beijing reviews,2026-06-28T14:28:08.288523+00:00,seed,office-location,validated
NVIDIA,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/NVIDIA-Hong-Kong-Reviews-EI_IE7633.0,6_IL.7,16_IC2308631.htm",5,98%,98%,7,4,4.9,4.1,4.1,4.1,5,NVIDIA Hong Kong reviews,2026-06-28T14:28:17.391741+00:00,seed,office-location,validated
NVIDIA,Global,Global,Global,https://www.glassdoor.com/Reviews/NVIDIA-Reviews-E7633.htm,4.5,91%,98%,5501,4.4,4,4.5,4.4,4.3,4.2,NVIDIA reviews,2026-06-28T14:28:31.941829+00:00,seed,manual-seed,validated
NVIDIA,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/NVIDIA-Taipei-Reviews-EI_IE7633.0,6_IL.7,13_IC3271041.htm",4.2,87%,100%,48,4.1,3.1,4.9,4.4,4.5,4,NVIDIA Taipei reviews,2026-06-28T14:28:32.021709+00:00,seed,manual-seed,validated
NVIDIA,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/NVIDIA-Hsinchu-Reviews-EI_IE7633.0,6_IL.7,14_IC4915323.htm",4.1,100%,100%,9,4,3.1,4.1,4.1,4.9,4,NVIDIA Hsinchu reviews,2026-06-28T14:28:32.097178+00:00,seed,manual-seed,validated
NVIDIA,Shanghai,Shanghai,China,"https://www.glassdoor.com/Reviews/NVIDIA-Shanghai-Reviews-EI_IE7633.0,6_IL.7,15_IC2416009.htm",4.4,83%,83%,47,4.3,4.8,4.3,4.2,4.2,4.1,NVIDIA Shanghai reviews,2026-06-28T14:28:32.171727+00:00,seed,manual-seed,validated
NVIDIA,Tokyo,Tokyo,Japan,"https://www.glassdoor.com/Reviews/NVIDIA-Tokyo-Reviews-EI_IE7633.0,6_IL.7,12_IC2851580.htm",4.9,82%,92%,5,2.6,2.6,3.6,3.7,3.7,2.6,NVIDIA Tokyo reviews,2026-06-28T14:28:32.245330+00:00,seed,manual-seed,validated
NVIDIA,Seoul,Seoul,South Korea,"https://www.glassdoor.com/Reviews/NVIDIA-Seoul-Reviews-EI_IE7633.0,6_IL.7,12_IC3021489.htm",3,100%,100%,3,3,3,3.8,3.2,3.8,3.7,NVIDIA Seoul reviews,2026-06-28T14:28:32.313556+00:00,seed,manual-seed,validated
NVIDIA,Austin,Austin,United States,"https://www.glassdoor.com/Reviews/NVIDIA-Austin-Reviews-EI_IE7633.0,6_IL.7,13_IC1139761.htm",4.2,93%,91%,80,4.4,4.5,4.8,4.4,4.4,4.5,NVIDIA Austin reviews,2026-06-28T14:28:32.391945+00:00,seed,manual-seed,validated
NVIDIA,London,London,United Kingdom,"https://www.glassdoor.com/Reviews/NVIDIA-London-Reviews-EI_IE7633.0,6_IL.7,13_IC2671300.htm",4.9,87%,100%,22,4.5,4.6,4.8,4.5,4.6,4.4,NVIDIA London reviews,2026-06-28T14:28:32.466887+00:00,seed,manual-seed,validated
NVIDIA,Munich,Munich,Germany,"https://www.glassdoor.com/Reviews/NVIDIA-Munich-Reviews-EI_IE7633.0,6_IL.7,13_IC4990924.htm",5,100%,100%,19,4.8,3.9,5,4.9,4.6,4.9,NVIDIA Munich reviews,2026-06-28T14:28:32.550640+00:00,seed,manual-seed,validated
TSMC,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/TSMC-Milan-Reviews-EI_IE4130.0,4_IL.5,10_IC2802090.htm",4,,,0,,,,,,,TSMC Milan reviews,2026-06-28T14:28:41.854374+00:00,seed,office-location,validated
TSMC,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/TSMC-Kuala-Lumpur-Reviews-EI_IE4130.0,4_IL.5,17_IC2986682.htm",4,0%,,1,5,2,5,5,5,3,TSMC Kuala Lumpur reviews,2026-06-28T14:28:48.393857+00:00,seed,office-location,validated
TSMC,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/TSMC-Singapore-Reviews-EI_IE4130.0,4_IL.5,14_IC3235921.htm",3,100%,100%,2,3,3,3,3,3,4,TSMC Singapore reviews,2026-06-28T14:28:57.352176+00:00,seed,office-location,validated
TSMC,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/TSMC-Taipei-Reviews-EI_IE4130.0,4_IL.5,11_IC3271041.htm",3.7,70%,88%,129,3.3,2.2,4.4,3.2,3.9,3.2,TSMC Taipei reviews,2026-06-28T14:29:06.294119+00:00,seed,office-location,validated
TSMC,"Austin, TX",Austin,United States,"https://www.glassdoor.com/Reviews/TSMC-Austin-Reviews-EI_IE4130.0,4_IL.5,11_IC1139761.htm",4.2,0%,,5,3,1,3,1,4.5,2,TSMC Austin reviews,2026-06-28T14:29:14.292084+00:00,seed,office-location,validated
TSMC,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/TSMC-Hsinchu-Reviews-EI_IE4130.0,4_IL.5,12_IC4915323.htm",3.5,52%,81%,614,2.9,2.5,4,2.9,3.7,3,TSMC Hsinchu reviews,2026-06-28T14:29:23.388570+00:00,seed,office-location,validated
TSMC,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/TSMC-Shanghai-Reviews-EI_IE4130.0,4_IL.5,13_IC2416009.htm",4.9,99%,,5,5,5,4,5,5,5,TSMC Shanghai reviews,2026-06-28T14:29:31.685791+00:00,seed,office-location,validated
TSMC,"San Diego, CA",San Diego,United States,"https://www.glassdoor.com/Reviews/TSMC-San-Diego-Reviews-EI_IE4130.0,4_IL.5,14_IC1147311.htm",5,,,1,,,,,,,TSMC San Diego reviews,2026-06-28T14:29:40.383528+00:00,seed,office-location,validated
TSMC,"Sunnyvale, CA",Sunnyvale,United States,"https://www.glassdoor.com/Reviews/TSMC-Sunnyvale-Reviews-EI_IE4130.0,4_IL.5,14_IC1147442.htm",5,100%,,1,4,3,5,5,5,5,TSMC Sunnyvale reviews,2026-06-28T14:29:48.897110+00:00,seed,office-location,validated
TSMC,"Vancouver, WA",Vancouver,United States,"https://www.glassdoor.com/Reviews/TSMC-Vancouver-Reviews-EI_IE4130.0,4_IL.5,14_IC1150413.htm",4,100%,,1,3,4,4,2,4,3,TSMC Vancouver reviews,2026-06-28T14:29:56.662000+00:00,seed,office-location,validated
TSMC,"Kanata, ON",Kanata,Canada,"https://www.glassdoor.com/Reviews/TSMC-Kanata-Reviews-EI_IE4130.0,4_IL.5,11_IC2282818.htm",5,100%,100%,1,5,5,5,5,5,5,TSMC Kanata reviews,2026-06-28T14:30:04.489003+00:00,seed,office-location,validated
TSMC,Global,Global,Global,https://www.glassdoor.com/Reviews/TSMC-Reviews-E4130.htm,3.3,47%,74%,2148,2.8,2.3,3.8,2.7,3.6,2.7,TSMC reviews,2026-06-28T14:30:18.024865+00:00,seed,manual-seed,validated
TSMC,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/TSMC-Taipei-Reviews-EI_IE4130.0,4_IL.5,11_IC3271041.htm",3.7,70%,88%,129,3.3,2.2,4.4,3.2,3.9,3.2,TSMC Taipei reviews,2026-06-28T14:30:18.150387+00:00,seed,manual-seed,validated
TSMC,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/TSMC-Hsinchu-Reviews-EI_IE4130.0,4_IL.5,12_IC4915323.htm",3.5,52%,81%,614,2.9,2.5,4,2.9,3.7,3,TSMC Hsinchu reviews,2026-06-28T14:30:18.306243+00:00,seed,manual-seed,validated
TSMC,Shanghai,Shanghai,China,"https://www.glassdoor.com/Reviews/TSMC-Shanghai-Reviews-EI_IE4130.0,4_IL.5,13_IC2416009.htm",4.9,99%,,5,5,5,4,5,5,5,TSMC Shanghai reviews,2026-06-28T14:30:18.460757+00:00,seed,manual-seed,validated
TSMC,Austin,Austin,United States,"https://www.glassdoor.com/Reviews/TSMC-Austin-Reviews-EI_IE4130.0,4_IL.5,11_IC1139761.htm",4.2,0%,,5,3,1,3,1,4.5,2,TSMC Austin reviews,2026-06-28T14:30:18.613351+00:00,seed,manual-seed,validated
Micro-Star International,"Barcelona, CT",Barcelona,Spain,"https://www.glassdoor.com/Reviews/Micro-Star-International-Barcelona-Reviews-EI_IE41141.0,24_IL.25,34_IC2547194.htm",4.1,100%,100%,3,3.1,4.6,3,4,4,4.5,Micro-Star International Barcelona reviews,2026-06-28T14:30:27.876668+00:00,seed,office-location,validated
Micro-Star International,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/Micro-Star-International-Milan-Reviews-EI_IE41141.0,24_IL.25,30_IC2802090.htm",2,0%,100%,1,3,3,1,2,1,1,Micro-Star International Milan reviews,2026-06-28T14:30:35.013125+00:00,seed,office-location,validated
Micro-Star International,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/Micro-Star-International-Jakarta-Reviews-EI_IE41141.0,24_IL.25,32_IC2709872.htm",4.5,100%,100%,5,4.1,4.5,4.5,4.6,3.7,4.2,Micro-Star International Jakarta reviews,2026-06-28T14:30:42.201637+00:00,seed,office-location,validated
Micro-Star International,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/Micro-Star-International-Kuala-Lumpur-Reviews-EI_IE41141.0,24_IL.25,37_IC2986682.htm",5,100%,,2,5,5,4.5,5,4.5,5,Micro-Star International Kuala Lumpur reviews,2026-06-28T14:30:51.608663+00:00,seed,office-location,validated
Micro-Star International,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/Micro-Star-International-Mumbai-Reviews-EI_IE41141.0,24_IL.25,31_IC2851180.htm",3.9,100%,,2,5,5,1,3,2,2,Micro-Star International Mumbai reviews,2026-06-28T14:30:59.562084+00:00,seed,office-location,validated
Micro-Star International,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Micro-Star-International-Taipei-Reviews-EI_IE41141.0,24_IL.25,31_IC3271041.htm",3.9,77%,93%,29,3.1,3.7,4.4,3.3,3.9,3.3,Micro-Star International Taipei reviews,2026-06-28T14:31:08.202266+00:00,seed,office-location,validated
Micro-Star International,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Micro-Star-International-Tokyo-Reviews-EI_IE41141.0,24_IL.25,30_IC2851580.htm",4,0%,,1,4,2,3,3,4,2,Micro-Star International Tokyo reviews,2026-06-28T14:31:17.704240+00:00,seed,office-location,validated
Micro-Star International,"Pudong, 23",Pudong,China,"https://www.glassdoor.com/Reviews/Micro-Star-International-Pudong-Reviews-EI_IE41141.0,24_IL.25,31_IC2415109.htm",5,,,1,,,,,,,Micro-Star International Pudong reviews,2026-06-28T14:31:25.933961+00:00,seed,office-location,validated
Micro-Star International,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Micro-Star-International-Shanghai-Reviews-EI_IE41141.0,24_IL.25,33_IC2416009.htm",5,100%,,1,5,5,5,5,5,5,Micro-Star International Shanghai reviews,2026-06-28T14:31:34.465507+00:00,seed,office-location,validated
Micro-Star International,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/Micro-Star-International-London-Reviews-EI_IE41141.0,24_IL.25,31_IC2671300.htm",2.1,28%,,5,1.4,2.5,2.8,2.1,2.8,2.5,Micro-Star International London reviews,2026-06-28T14:32:02.766623+00:00,seed,office-location,validated
Micro-Star International,Global,Global,Global,https://www.glassdoor.com/Reviews/Micro-Star-International-Reviews-E41141.htm,3.5,45%,49%,97,3.2,3.2,3.2,3.1,2.9,2.9,Micro-Star International reviews,2026-06-28T14:32:19.387861+00:00,seed,manual-seed,validated
HP Inc.,"Ciudad de Mexico, MEX",Ciudad de Mexico,Mexico,"https://www.glassdoor.com/Reviews/HP-Inc-Ciudad-de-Mexico-Reviews-EI_IE1093161.0,6_IL.7,23_IC5017436.htm",3.7,98%,100%,9,4.2,3.9,4,4.1,3.6,3.5,HP Inc. Ciudad de Mexico reviews,2026-06-28T14:32:34.797338+00:00,seed,office-location,validated
HP Inc.,"Fremont, CA",Fremont,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Fremont-Reviews-EI_IE1093161.0,6_IL.7,14_IC1147355.htm",4,100%,,1,5,5,5,5,5,5,HP Inc. Fremont reviews,2026-06-28T14:32:43.253529+00:00,seed,office-location,validated
HP Inc.,"Barcelona, CT",Barcelona,Spain,"https://www.glassdoor.com/Reviews/HP-Inc-Barcelona-Reviews-EI_IE1093161.0,6_IL.7,16_IC2547194.htm",4.1,95%,100%,227,4.4,4.5,3.9,4.2,3.9,3.7,HP Inc. Barcelona reviews,2026-06-28T14:32:54.065984+00:00,seed,office-location,validated
HP Inc.,"Budapest, BU",Budapest,Hungary,"https://www.glassdoor.com/Reviews/HP-Inc-Budapest-Reviews-EI_IE1093161.0,6_IL.7,15_IC3125126.htm",4,100%,,1,5,4,5,5,4,5,HP Inc. Budapest reviews,2026-06-28T14:33:01.870450+00:00,seed,office-location,validated
HP Inc.,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/HP-Inc-Milan-Reviews-EI_IE1093161.0,6_IL.7,12_IC2802090.htm",4,99%,,9,4.1,4,2.2,5,3.9,2.2,HP Inc. Milan reviews,2026-06-28T14:33:13.193831+00:00,seed,office-location,validated
HP Inc.,"Ratingen, NW",Ratingen,Germany,"https://www.glassdoor.com/Reviews/HP-Inc-Ratingen-Reviews-EI_IE1093161.0,6_IL.7,15_IC2584004.htm",5,100%,,1,5,5,4,5,4,4,HP Inc. Ratingen reviews,2026-06-28T14:33:20.440382+00:00,seed,office-location,validated
HP Inc.,"Warsaw, MZ",Warsaw,Poland,"https://www.glassdoor.com/Reviews/HP-Inc-Warsaw-Reviews-EI_IE1093161.0,6_IL.7,13_IC3094484.htm",4.5,100%,,11,4.7,4.4,3,4.7,3.3,3.9,HP Inc. Warsaw reviews,2026-06-28T14:33:28.125219+00:00,seed,office-location,validated
HP Inc.,"Bangkok, 10",Bangkok,Thailand,"https://www.glassdoor.com/Reviews/HP-Inc-Bangkok-Reviews-EI_IE1093161.0,6_IL.7,14_IC3179725.htm",3.9,100%,,8,2.4,2.3,3.8,2.4,3.7,2.8,HP Inc. Bangkok reviews,2026-06-28T14:33:35.701470+00:00,seed,office-location,validated
HP Inc.,"Dubai, DU",Dubai,United Arab Emirates,"https://www.glassdoor.com/Reviews/HP-Inc-Dubai-Reviews-EI_IE1093161.0,6_IL.7,12_IC2204498.htm",4.3,100%,,24,4.9,4.8,2.9,5,2.8,3.9,HP Inc. Dubai reviews,2026-06-28T14:33:43.380532+00:00,seed,office-location,validated
HP Inc.,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/HP-Inc-Jakarta-Reviews-EI_IE1093161.0,6_IL.7,14_IC2709872.htm",4,78%,,16,5,4.2,4,3.8,4,4,HP Inc. Jakarta reviews,2026-06-28T14:33:51.854704+00:00,seed,office-location,validated
HP Inc.,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/HP-Inc-Kuala-Lumpur-Reviews-EI_IE1093161.0,6_IL.7,19_IC2986682.htm",3.7,51%,100%,50,3.6,3.7,3.6,3.5,3.5,3.1,HP Inc. Kuala Lumpur reviews,2026-06-28T14:34:03.064393+00:00,seed,office-location,validated
HP Inc.,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/HP-Inc-Manila-Reviews-EI_IE1093161.0,6_IL.7,13_IC2363570.htm",4.8,100%,,18,4.7,4.8,4.7,4.8,4.1,4.7,HP Inc. Manila reviews,2026-06-28T14:34:10.509851+00:00,seed,office-location,validated
HP Inc.,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/HP-Inc-Mumbai-Reviews-EI_IE1093161.0,6_IL.7,13_IC2851180.htm",4.6,98%,,39,4.9,4.8,4.6,4.9,4.7,4.7,HP Inc. Mumbai reviews,2026-06-28T14:34:18.085273+00:00,seed,office-location,validated
HP Inc.,"Seoul, 11",Seoul,South Korea,"https://www.glassdoor.com/Reviews/HP-Inc-Seoul-Reviews-EI_IE1093161.0,6_IL.7,12_IC3021489.htm",2.4,12%,,21,1.5,5,2.2,2.3,1.3,2.2,HP Inc. Seoul reviews,2026-06-28T14:34:35.865945+00:00,seed,office-location,validated
HP Inc.,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/HP-Inc-Singapore-Reviews-EI_IE1093161.0,6_IL.7,16_IC3235921.htm",3.9,72%,76%,555,4.3,4.1,3.2,4.2,3.4,3.4,HP Inc. Singapore reviews,2026-06-28T14:34:51.695604+00:00,seed,office-location,validated
HP Inc.,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/HP-Inc-Taipei-Reviews-EI_IE1093161.0,6_IL.7,13_IC3271041.htm",4.3,87%,,127,4.5,4.4,3.8,4.4,3.7,3.6,HP Inc. Taipei reviews,2026-06-28T14:35:02.343792+00:00,seed,office-location,validated
HP Inc.,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/HP-Inc-Tokyo-Reviews-EI_IE1093161.0,6_IL.7,12_IC2851580.htm",5,100%,,2,5,4,4,5,4,4,HP Inc. Tokyo reviews,2026-06-28T14:35:12.413533+00:00,seed,office-location,validated
HP Inc.,"Santiago, RM",Santiago,Chile,"https://www.glassdoor.com/Reviews/HP-Inc-Santiago-Reviews-EI_IE1093161.0,6_IL.7,15_IC2434030.htm",3.2,39%,,5,4.4,2.5,2.6,2.8,2.6,2.2,HP Inc. Santiago reviews,2026-06-28T14:35:21.334181+00:00,seed,office-location,validated
HP Inc.,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/HP-Inc-S%C3%A3o-Paulo-Reviews-EI_IE1093161.0,6_IL.7,16_IC2479061.htm",3.8,76%,,16,4.7,3.8,3.6,4.3,3.3,3.8,HP Inc. São Paulo reviews,2026-06-28T14:35:29.679892+00:00,seed,office-location,validated
HP Inc.,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/HP-Inc-Sydney-Reviews-EI_IE1093161.0,6_IL.7,13_IC2235932.htm",4.5,99%,,31,4.9,4.9,4.2,4.9,4.6,4.6,HP Inc. Sydney reviews,2026-06-28T14:35:38.267974+00:00,seed,office-location,validated
HP Inc.,"Austin, TX",Austin,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Austin-Reviews-EI_IE1093161.0,6_IL.7,13_IC1139761.htm",4,43%,,48,4.3,4.6,4,4,4.2,3.2,HP Inc. Austin reviews,2026-06-28T14:35:45.026693+00:00,seed,office-location,validated
HP Inc.,"Bellevue, WA",Bellevue,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Bellevue-Reviews-EI_IE1093161.0,6_IL.7,15_IC1150442.htm",5,100%,,1,4,4,4,4,4,4,HP Inc. Bellevue reviews,2026-06-28T14:35:53.615369+00:00,seed,office-location,validated
HP Inc.,"Durham, NC",Durham,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Durham-Reviews-EI_IE1093161.0,6_IL.7,13_IC1138697.htm",5,100%,,1,5,4,5,5,5,5,HP Inc. Durham reviews,2026-06-28T14:36:01.030128+00:00,seed,office-location,validated
HP Inc.,"Saint Louis, MO",Saint Louis,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Saint-Louis-Reviews-EI_IE1093161.0,6_IL.7,18_IC1131270.htm",3.5,31%,,3,3.3,3.5,3.7,3,3.2,3.2,HP Inc. Saint Louis reviews,2026-06-28T14:36:09.411119+00:00,seed,office-location,validated
HP Inc.,"San Francisco, CA",San Francisco,United States,"https://www.glassdoor.com/Reviews/HP-Inc-San-Francisco-Reviews-EI_IE1093161.0,6_IL.7,20_IC1147401.htm",3.7,27%,,25,3.8,2.9,4,2.7,3.6,1.4,HP Inc. San Francisco reviews,2026-06-28T14:36:17.183142+00:00,seed,office-location,validated
HP Inc.,"San Jose, CA",San Jose,United States,"https://www.glassdoor.com/Reviews/HP-Inc-San-Jose-Reviews-EI_IE1093161.0,6_IL.7,15_IC1147436.htm",3.5,64%,,22,2.8,2.9,3.1,2.3,2.2,2.6,HP Inc. San Jose reviews,2026-06-28T14:36:25.439001+00:00,seed,office-location,validated
HP Inc.,"Santa Clara, CA",Santa Clara,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Santa-Clara-Reviews-EI_IE1093161.0,6_IL.7,18_IC1147439.htm",4,99%,,4,3,3.9,3,3.9,3.9,3.9,HP Inc. Santa Clara reviews,2026-06-28T14:36:34.659439+00:00,seed,office-location,validated
HP Inc.,"Toronto, ON",Toronto,Canada,"https://www.glassdoor.com/Reviews/HP-Inc-Toronto-Reviews-EI_IE1093161.0,6_IL.7,14_IC2281069.htm",3.9,78%,,44,4,3.8,3.9,3.9,3.5,3.5,HP Inc. Toronto reviews,2026-06-28T14:36:42.803680+00:00,seed,office-location,validated
HP Inc.,"Moscow, 48",Moscow,Russia,"https://www.glassdoor.com/Reviews/HP-Inc-Moscow-Reviews-EI_IE1093161.0,6_IL.7,13_IC3348306.htm",3.9,31%,,8,3.6,2.2,3.2,2.8,3.5,1.8,HP Inc. Moscow reviews,2026-06-28T14:36:52.226866+00:00,seed,office-location,validated
HP Inc.,"Munich, BY",Munich,Germany,"https://www.glassdoor.com/Reviews/HP-Inc-Munich-Reviews-EI_IE1093161.0,6_IL.7,13_IC4990924.htm",5,100%,,2,5,3,5,5,5,5,HP Inc. Munich reviews,2026-06-28T14:37:00.664067+00:00,seed,office-location,validated
HP Inc.,"Reading, ENG",Reading,United Kingdom,"https://www.glassdoor.com/Reviews/HP-Inc-Reading-Reviews-EI_IE1093161.0,6_IL.7,14_IC2675152.htm",3.9,75%,,24,4.7,4.7,3.9,4.8,3.8,3.9,HP Inc. Reading reviews,2026-06-28T14:37:07.852083+00:00,seed,office-location,validated
HP Inc.,"Zürich, ZH",Zürich,Switzerland,"https://www.glassdoor.com/Reviews/HP-Inc-Z%C3%BCrich-Reviews-EI_IE1093161.0,6_IL.7,13_IC3297851.htm",4.9,89%,,2,5,4.9,4.5,4.9,4.1,4.9,HP Inc. Zürich reviews,2026-06-28T14:37:15.331112+00:00,seed,office-location,validated
HP Inc.,"Bengaluru, KA",Bengaluru,India,"https://www.glassdoor.com/Reviews/HP-Inc-Bengaluru-Reviews-EI_IE1093161.0,6_IL.7,16_IC2940587.htm",4,79%,99%,1355,4.3,4.1,3.3,4.1,3.6,3.5,HP Inc. Bengaluru reviews,2026-06-28T14:37:23.610212+00:00,seed,office-location,validated
HP Inc.,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/HP-Inc-Hsinchu-Reviews-EI_IE1093161.0,6_IL.7,14_IC4915323.htm",4,100%,,1,5,4,3,5,3,4,HP Inc. Hsinchu reviews,2026-06-28T14:37:31.202812+00:00,seed,office-location,validated
HP Inc.,"Pudong, 23",Pudong,China,"https://www.glassdoor.com/Reviews/HP-Inc-Pudong-Reviews-EI_IE1093161.0,6_IL.7,13_IC2415109.htm",5,100%,,1,,5,5,5,5,5,HP Inc. Pudong reviews,2026-06-28T14:37:38.657445+00:00,seed,office-location,validated
HP Inc.,"Pune, MH",Pune,India,"https://www.glassdoor.com/Reviews/HP-Inc-Pune-Reviews-EI_IE1093161.0,6_IL.7,11_IC2856202.htm",4,97%,,58,4.2,4,3.6,4.3,4,3.8,HP Inc. Pune reviews,2026-06-28T14:37:49.399247+00:00,seed,office-location,validated
HP Inc.,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/HP-Inc-Shanghai-Reviews-EI_IE1093161.0,6_IL.7,15_IC2416009.htm",4.5,98%,0%,24,4.9,4.9,4.1,5,4,4.4,HP Inc. Shanghai reviews,2026-06-28T14:37:58.268534+00:00,seed,office-location,validated
HP Inc.,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/HP-Inc-San-Jose-Reviews-EI_IE1093161.0,6_IL.7,15_IC1147436.htm",3.5,64%,,22,2.8,2.9,3.1,2.3,2.2,2.6,HP Inc. San Jose reviews,2026-06-28T14:37:58.394338+00:00,seed,office-location,validated
HP Inc.,"Frankfurt am Main, HE",Frankfurt am Main,Germany,"https://www.glassdoor.com/Reviews/HP-Inc-Frankfurt-am-Main-Reviews-EI_IE1093161.0,6_IL.7,24_IC2632180.htm",5,100%,,0,5,5,5,5,4,4,HP Inc. Frankfurt am Main reviews,2026-06-28T14:38:06.831645+00:00,seed,office-location,validated
HP Inc.,"Boise, ID",Boise,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Boise-Reviews-EI_IE1093161.0,6_IL.7,12_IC1127927.htm",3.4,53%,,181,4.2,3.9,3.4,3.6,3.3,2.7,HP Inc. Boise reviews,2026-06-28T14:38:19.346026+00:00,seed,office-location,validated
HP Inc.,"Corvallis, OR",Corvallis,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Corvallis-Reviews-EI_IE1093161.0,6_IL.7,16_IC1151455.htm",3.8,75%,,97,4,4.7,3.7,4.4,2.9,2.8,HP Inc. Corvallis reviews,2026-06-28T14:38:27.897147+00:00,seed,office-location,validated
